id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
417,20150621T000000,2318240,4,2.22,2306,8204,2.0,0,0,4,10,3353,0,1990,0,98003,47.349492,-122.438029,4523,6663
418,20150622T000000,574737,3,2.3,2004,6730,1.0,0,0,4,4,2736,0,1980,0,98003,47.520754,-122.031711,1676,14520
419,20150623T000000,1905582,2,1.0,3808,14921,2.0,0,0,3,9,580,3228,2003,0,98007,47.489281,-121.672329,2660,12907
420,20150624T000000,849197,6,2.05,3451,1126,1.5,0,0,3,9,2655,796,1965,0,98006,47.383259,-122.048785,1531,12881
421,20150625T000000,2416310,2,3.26,571,6602,1.0,0,0,3,7,1844,0,2012,0,98007,47.400334,-122.35091,3788,1554
422,20150626T000000,2385305,4,4.41,2190,2191,1.0,0,0,3,8,2102,88,2013,0,98006,47.258739,-121.514966,1815,11095
423,20150627T000000,533078,6,3.96,1844,3639,1.0,0,0,5,7,3233,0,1930,1999,98007,47.419118,-121.610715,1392,9298
424,20150628T000000,1727868,3,1.08,3803,13581,2.5,0,0,3,10,845,2958,1960,0,98007,47.767278,-121.728686,606,4336
425,20150629T000000,1287635,2,4.14,3613,13108,1.0,0,0,4,9,2386,1227,1963,0,98003,47.695317,-122.088488,3580,7369
426,20150630T000000,1824064,2,3.74,1382,2366,1.0,0,3,4,8,2875,0,2000,0,98006,47.201663,-122.316154,1244,3534
427,20150701T000000,429034,3,3.73,4734,10211,1.0,0,0,3,8,1054,3680,2004,0,98003,47.120847,-121.558589,1121,3226
428,20150702T000000,1148404,2,2.6,3162,7453,2.0,0,0,3,7,801,2361,2004,0,98001,47.753467,-121.967649,4740,4293
429,20150703T000000,1723012,4,2.39,2004,7671,1.0,0,3,3,10,699,1305,1997,1985,98007,47.468725,-121.647645,1320,10585
430,20150704T000000,215007,2,2.06,2963,7683,3.0,0,0,3,8,3440,0,1933,0,98002,47.476486,-122.157905,911,11876
431,20150705T000000,326544,3,1.23,3053,13271,2.5,0,0,3,8,3990,0,2014,0,98006,47.646503,-122.164712,613,12027
432,20150706T000000,153409,6,1.8,1232,13706,2.0,0,0,5,8,1562,0,1954,0,98005,47.320282,-121.51446,2946,1166
433,20150707T000000,577661,4,1.86,2248,5539,2.0,0,0,4,8,806,1442,1958,0,98008,47.437335,-121.978167,3846,11902
434,20150708T000000,1273428,4,2.69,4424,9876,1.0,0,0,3,7,3575,849,1902,0,98005,47.778064,-122.359305,4719,4624
435,20150709T000000,1672760,3,3.62,923,12821,1.0,0,0,1,7,2156,0,1916,0,98005,47.570504,-122.280325,585,3347
436,20150710T000000,744957,4,2.66,3978,3887,2.0,0,0,3,6,2371,1607,1977,0,98002,47.207622,-122.018056,4642,2404
437,20150711T000000,2279412,4,1.2,2091,10654,1.0,0,0,3,9,3648,0,1977,0,98003,47.193259,-122.457529,2072,7178
438,20150712T000000,306007,3,4.35,4985,5086,1.0,0,0,3,7,3015,1970,1945,0,98003,47.242985,-122.037466,2505,10717
439,20150713T000000,228474,2,4.3,4937,3261,2.0,0,0,3,6,2726,2211,1937,0,98008,47.636698,-122.081059,4579,13601
440,20150714T000000,668692,5,3.75,992,5180,1.0,0,0,3,10,3192,0,1934,0,98008,47.306764,-121.720664,1303,14103
441,20150715T000000,747205,3,4.47,691,3841,2.5,0,0,3,7,2346,0,1900,0,98004,47.114972,-122.145058,3834,14030
442,20150716T000000,650287,3,2.91,998,10959,1.0,0,0,4,9,2264,0,2011,0,98008,47.760922,-121.517451,3849,3774
443,20150717T000000,157014,3,4.37,1756,13372,2.0,0,0,3,8,775,981,1928,0,98005,47.218799,-122.31923,1569,10017
444,20150718T000000,625891,3,1.26,2468,7040,2.0,0,0,2,7,1675,793,1903,0,98005,47.106691,-121.909013,3169,10316
445,20150719T000000,364204,4,2.28,4822,4560,2.0,0,3,1,8,3735,1087,1960,0,98003,47.265992,-122.410301,4641,9760
446,20150720T000000,962172,4,1.79,2686,11304,1.0,0,0,3,5,3861,0,1996,0,98005,47.26452,-121.766136,3271,14526
447,20150721T000000,923397,4,1.69,1316,14957,2.0,0,0,3,10,1901,0,1916,0,98003,47.395404,-121.505246,4682,11150
448,20150722T000000,403440,1,1.49,3720,5758,2.5,0,0,3,8,3168,552,1927,0,98007,47.744273,-121.680861,1908,4739
449,20150723T000000,448533,3,3.18,1973,1626,1.5,0,0,3,7,1137,836,1949,0,98007,47.715429,-121.944296,4240,11301
450,20150724T000000,297496,3,3.73,1586,13351,1.0,0,0,3,7,2275,0,1989,0,98003,47.419826,-122.015259,764,9018
451,20150725T000000,797093,1,3.02,4699,12606,2.0,0,0,3,8,3881,818,1907,0,98006,47.38763,-121.66497,4348,5464
452,20150726T000000,1294166,3,1.51,2374,6014,2.0,0,0,3,7,1429,945,1933,0,98003,47.488506,-121.564026,3593,14679
453,20150727T000000,306405,4,3.84,1370,2375,1.5,0,0,2,7,3960,0,1958,0,98001,47.270418,-121.510793,1973,8741
454,20150728T000000,1012315,2,3.23,2542,2181,2.5,0,0,3,8,2380,162,1917,0,98001,47.136529,-122.103461,4781,13381
455,20150729T000000,472879,4,2.36,772,6708,1.0,0,0,4,10,682,90,1994,0,98001,47.757457,-121.509083,825,8636
456,20150730T000000,376932,3,3.36,1529,1490,1.5,0,0,4,8,2344,0,1958,0,98001,47.230689,-122.344074,1706,9020
457,20150731T000000,763440,1,1.91,3718,4729,2.0,0,0,3,9,3877,0,1926,0,98002,47.238881,-122.24645,4992,14746
458,20150801T000000,456706,3,2.21,4569,6974,2.0,0,1,3,10,571,3998,1915,2000,98004,47.430722,-122.410984,2004,8288
459,20150802T000000,419145,6,4.21,1551,4534,2.5,0,0,3,7,3790,0,1909,0,98004,47.444129,-122.228261,4034,5094
460,20150803T000000,400166,4,2.02,4533,4296,3.0,0,0,5,10,3266,1267,2003,0,98003,47.112904,-121.732062,1940,3930
461,20150804T000000,2879175,5,2.64,2073,2940,1.5,0,0,3,9,3744,0,1975,0,98007,47.203568,-121.647076,1455,1763
462,20150805T000000,875804,3,4.12,3690,13600,1.0,0,4,3,8,2176,1514,1921,0,98005,47.364708,-121.721107,1054,14721
463,20150806T000000,697868,2,3.48,4888,6014,1.0,0,4,3,12,1795,3093,1915,0,98001,47.578611,-121.868934,3754,12552
464,20150807T000000,1365394,4,1.22,4297,2882,2.0,1,1,3,7,3273,1024,1911,0,98004,47.259893,-121.986033,4639,4450
465,20150808T000000,685940,3,1.52,3789,5908,2.5,0,0,3,7,2816,973,1974,0,98004,47.39611,-121.791296,2536,11339
466,20150809T000000,775754,4,1.03,4247,3987,1.0,0,0,3,10,1543,2704,1983,0,98001,47.490142,-122.109166,1786,4395
467,20150810T000000,1102589,2,3.21,2605,6585,1.0,0,0,3,8,3125,0,1950,0,98007,47.722015,-121.658692,1697,13616
468,20150811T000000,1039827,3,2.57,807,4159,1.0,0,0,4,8,3542,0,1900,0,98002,47.328249,-121.82281,2767,4719
469,20150812T000000,511988,2,1.47,3859,14614,2.0,0,0,2,7,1314,2545,1926,0,98002,47.193491,-121.802195,4129,5801
470,20150813T000000,550400,3,4.35,3676,13967,1.0,0,0,3,9,2026,1650,1966,2011,98008,47.442491,-121.964064,3965,9412
471,20150814T000000,611625,4,2.85,1751,5530,1.5,0,0,3,10,2694,0,1911,0,98004,47.622705,-121.614771,1271,2861
472,20150815T000000,150162,3,1.85,3247,1681,2.0,0,0,3,8,3736,0,1929,0,98008,47.176902,-122.247985,2956,11806
473,20150816T000000,275805,3,2.75,2017,6254,2.0,0,0,3,11,3437,0,1908,0,98002,47.397278,-122.118852,970,14283
474,20150817T000000,1660442,3,3.38,1878,2073,2.0,0,0,4,7,809,1069,1952,0,98006,47.11245,-121.722357,1870,10213
475,20150818T000000,2117994,3,1.27,2461,14743,2.0,0,0,3,7,3065,0,1960,0,98001,47.123491,-122.007251,3632,1109
476,20150819T000000,748003,4,1.96,4805,3387,1.0,0,0,4,9,2561,2244,1953,0,98007,47.438067,-121.610786,1171,13436
477,20150820T000000,1201271,5,3.82,3363,11586,2.0,0,0,3,9,631,2732,1936,0,98004,47.308738,-122.153601,1674,7549
478,20150821T000000,879451,5,2.61,3156,3693,2.0,0,0,3,7,2377,779,1964,0,98001,47.691575,-122.13067,610,13040
479,20150822T000000,5653674,4,2.91,2994,10562,3.0,0,0,4,6,3302,0,1941,1996,98002,47.521508,-121.611264,4059,9890
480,20150823T000000,2011521,3,2.51,4505,13936,1.0,0,0,3,10,2986,1519,1948,0,98001,47.417753,-122.03563,1526,6529
481,20150824T000000,893159,4,1.15,4063,5340,1.0,0,0,3,12,3290,773,1903,0,98002,47.385555,-121.983875,4054,9299
482,20150825T000000,352283,3,1.58,1422,3156,1.0,0,0,2,9,1239,183,1963,0,98007,47.448072,-122.167236,3733,9580
483,20150826T000000,257613,3,2.56,4732,8966,1.0,0,0,3,7,1294,3438,1978,2007,98002,47.128307,-122.22333,4939,9616
484,20150827T000000,1385575,4,1.73,4962,3580,2.0,0,4,3,13,2810,2152,1950,0,98001,47.724955,-121.844051,1972,3494
485,20150828T000000,529783,2,1.17,3459,8257,1.0,0,0,3,11,3190,269,1990,0,98007,47.798812,-122.380159,2879,12157
486,20150829T000000,225111,5,3.95,683,13583,1.5,0,0,3,8,3796,0,1971,0,98002,47.227041,-121.620727,3471,14379
487,20150830T000000,558814,3,4.43,3858,3159,1.0,0,0,2,10,757,3101,1959,0,98008,47.184268,-121.720797,2881,11895
488,20150831T000000,354799,4,3.78,1898,14900,1.0,0,0,3,10,1757,141,1986,0,98006,47.200504,-122.309252,3790,11191
489,20150901T000000,2891486,4,3.99,3296,12440,1.5,0,0,4,11,3907,0,1978,0,98003,47.562719,-121.80598,2333,8732
490,20150902T000000,1301120,5,1.85,1036,12923,1.0,0,0,4,10,2956,0,1990,0,98001,47.563009,-121.897367,953,6759
491,20150903T000000,702523,4,4.36,1773,13021,1.0,0,0,3,9,2351,0,1930,0,98003,47.693547,-122.315465,1240,12767
492,20150904T000000,2350969,4,1.69,3467,7772,2.0,0,1,4,9,1474,1993,2002,0,98001,47.626278,-122.226796,2880,2527
493,20150905T000000,859789,2,4.33,3549,2627,2.0,0,2,3,8,1547,2002,2010,0,98002,47.414783,-122.091013,2857,13245
494,20150906T000000,382351,3,4.48,1596,12664,1.0,0,0,4,9,770,826,1971,0,98002,47.528999,-121.800757,1943,3026
495,20150907T000000,2181311,2,3.49,1805,9219,3.0,0,0,3,10,1618,187,1993,0,98007,47.581799,-121.861277,4180,11560
496,20150908T000000,1249742,4,4.43,1415,8080,2.0,0,3,3,12,641,774,1957,0,98004,47.458916,-121.967765,2248,11958
497,20150909T000000,375976,3,2.99,3581,2985,2.0,0,0,4,8,1401,2180,2005,1987,98006,47.432956,-121.731589,2901,2855
498,20150910T000000,778511,4,1.91,4747,14848,1.0,0,0,3,9,3521,1226,1981,0,98008,47.551568,-121.742062,3671,9638
499,20150911T000000,530581,2,2.53,1528,13345,1.0,1,0,3,8,3652,0,1903,0,98004,47.490232,-121.882141,4740,2597
500,20150912T000000,286693,2,3.08,2477,10713,1.0,0,0,4,9,773,1704,2010,0,98003,47.55076,-121.71301,2506,9401
501,20150913T000000,1601964,4,1.26,3854,9488,1.0,0,0,4,9,2823,1031,2006,0,98002,47.528998,-122.165737,2286,1848
502,20150914T000000,2332669,2,3.18,3011,3181,1.5,0,0,5,5,964,2047,1921,0,98004,47.603438,-121.61875,1909,6958
503,20150915T000000,229139,2,4.43,770,12594,2.5,0,0,3,8,1731,0,1902,0,98002,47.549962,-121.88509,2262,14875
504,20150916T000000,942812,1,1.67,1686,3296,1.5,0,3,3,6,1819,0,1978,0,98001,47.46382,-121.677636,1409,10843
505,20150917T000000,442535,5,3.77,4700,8164,1.0,0,0,2,5,3610,1090,1998,0,98004,47.577258,-121.953721,1260,11108
506,20150918T000000,642265,4,4.18,4264,3597,2.0,0,0,3,10,787,3477,1946,0,98003,47.414637,-122.281562,3740,4529
507,20150919T000000,456790,3,4.3,2898,1901,1.0,0,0,3,7,3695,0,1937,0,98007,47.26917,-121.95759,3189,2918
508,20150920T000000,457155,3,4.36,4735,7060,2.0,0,0,3,8,1375,3360,1932,0,98004,47.100993,-122.128888,1030,9768
509,20150921T000000,768594,3,2.83,4682,10290,2.0,0,0,3,6,2492,2190,1977,0,98002,47.491975,-121.802501,1859,6761
510,20150922T000000,366320,4,4.42,2211,2677,2.0,0,0,3,7,3854,0,1947,0,98005,47.513459,-122.024206,4318,1688
511,20150923T000000,926260,4,3.65,2730,3881,3.0,0,0,4,9,3425,0,1964,0,98005,47.780434,-121.663887,2527,9981
512,20150924T000000,587545,3,1.57,628,14479,1.0,0,0,5,8,2727,0,2012,0,98007,47.353035,-121.821927,3060,14279
513,20150925T000000,629130,3,2.67,1769,14058,2.0,0,0,4,10,1620,149,1925,0,98007,47.375893,-121.815456,2677,7306
514,20150926T000000,425405,2,3.51,4172,6622,2.5,0,0,4,8,1714,2458,1907,0,98006,47.24126,-122.282845,2037,6072
515,20150927T000000,433800,4,1.87,2101,9052,2.0,0,0,3,7,3645,0,1949,0,98007,47.149374,-121.51575,1773,2355
516,20150928T000000,1401324,4,3.24,4470,2378,1.5,0,0,5,8,946,3524,1979,0,98002,47.640963,-121.658325,3281,2687
517,20150929T000000,1257190,3,3.33,4744,2248,2.5,0,0,3,9,3332,1412,1937,0,98008,47.274777,-121.710995,1446,9541
518,20150930T000000,318096,2,1.57,1127,12927,1.0,0,0,4,8,3108,0,1909,0,98001,47.526233,-122.169785,1798,11909
519,20151001T000000,1019355,2,2.98,4297,6650,2.5,0,0,4,11,3031,1266,1941,0,98004,47.581441,-121.964368,3011,12731
520,20151002T000000,1274450,5,3.7,2544,13433,1.0,0,0,4,9,3396,0,1936,0,98007,47.429866,-122.362897,2688,13713
521,20151003T000000,266503,3,2.75,4052,7079,2.0,0,3,3,8,1221,2831,1925,0,98005,47.713446,-121.961524,1381,13614
522,20151004T000000,1194837,4,1.04,2841,10456,2.5,0,0,3,10,2663,178,1991,0,98001,47.410656,-122.354111,2347,10321
523,20151005T000000,571861,4,1.03,3714,11099,1.0,0,0,3,11,3082,632,1911,0,98008,47.299436,-121.946962,2475,5350
524,20151006T000000,915027,3,2.25,749,8036,1.5,0,0,3,8,3669,0,1983,0,98002,47.727211,-121.851278,4768,7501
525,20151007T000000,422323,3,4.24,3425,7487,1.0,0,0,3,7,1851,1574,1948,0,98001,47.703095,-122.109804,3464,7086
526,20151008T000000,194298,2,1.8,1474,2058,3.0,0,0,3,9,906,568,1913,0,98002,47.214828,-122.001455,3563,13731
527,20151009T000000,215257,4,3.22,1825,11941,2.0,0,0,3,8,3884,0,1945,0,98008,47.118173,-121.624347,3628,5208
528,20151010T000000,827506,4,1.78,1483,3048,2.0,0,0,3,12,2225,0,1934,0,98008,47.16299,-122.391437,997,14341
529,20151011T000000,775536,4,2.13,1388,7115,2.0,0,0,3,8,1193,195,1928,2006,98006,47.300583,-121.708267,2716,7667
530,20151012T000000,358639,4,3.97,3437,5248,2.0,0,0,3,6,3719,0,1911,0,98004,47.780582,-122.329245,1488,13976
531,20151013T000000,1381157,2,3.55,2617,3476,1.0,0,0,3,12,3913,0,1981,0,98001,47.490961,-122.463292,3108,1990
532,20151014T000000,260596,5,1.33,3172,13208,1.5,0,0,3,10,994,2178,1943,0,98008,47.361283,-122.314425,2975,11065
533,20151015T000000,607098,4,2.5,1826,5603,2.0,0,0,3,7,1447,379,1965,0,98004,47.722101,-121.734957,1870,13333
534,20151016T000000,311300,3,1.1,970,12389,1.0,0,0,4,11,522,448,1901,0,98001,47.417195,-122.094874,4088,6290
535,20151017T000000,450615,6,2.68,2487,13778,1.0,0,0,3,8,1628,859,1958,0,98002,47.320667,-121.627479,3002,14044
536,20151018T000000,620836,4,3.32,590,4553,1.0,0,0,3,8,2198,0,1916,0,98008,47.758854,-121.975292,678,2376
537,20151019T000000,400355,4,1.41,1029,13632,1.0,0,0,3,11,1057,0,1909,0,98002,47.694662,-122.47775,2429,10418
538,20151020T000000,630870,4,2.01,4559,10953,2.5,0,0,3,8,2116,2443,1917,0,98001,47.690568,-121.783286,3048,14537
539,20151021T000000,1437055,4,2.39,3273,1220,1.5,0,0,3,7,1440,1833,1921,0,98006,47.458599,-122.389767,611,8247
540,20151022T000000,511012,4,4.22,2186,5818,2.0,0,4,3,8,1745,441,1982,0,98002,47.652607,-121.71062,3719,8202
541,20151023T000000,1154656,2,4.48,691,8192,1.0,0,0,3,9,3402,0,1957,0,98003,47.225547,-122.331897,1214,9755
542,20151024T000000,311637,3,1.16,2486,5623,1.0,0,1,3,7,3586,0,1952,0,98003,47.501256,-122.154554,1901,7304
543,20151025T000000,1224256,5,3.66,4123,8349,1.0,0,0,3,9,3438,685,1900,0,98004,47.788692,-121.738729,3424,3887
544,20151026T000000,2257521,3,2.3,2685,6618,2.0,0,3,3,9,2156,529,1987,0,98007,47.303671,-121.545769,1881,7681
545,20151027T000000,150851,3,2.37,4940,12080,2.0,0,0,3,8,577,4363,1960,0,98003,47.656047,-122.128566,3627,8613
546,20151028T000000,398058,3,3.64,1508,10856,2.5,0,0,3,9,1845,0,1999,0,98003,47.443335,-121.6706,3511,2340
547,20151029T000000,1360340,3,4.21,4283,8209,2.0,0,0,3,10,1306,2977,1988,0,98006,47.127864,-122.309208,1708,12929
548,20151030T000000,734130,4,4.33,4798,13178,2.0,0,0,2,8,3812,986,1999,0,98006,47.634114,-121.69282,3625,8972
549,20151031T000000,1088919,5,3.02,4787,5576,2.0,0,0,2,8,1541,3246,1930,0,98007,47.217998,-121.842506,536,10629
550,20151101T000000,440632,3,2.25,2552,12169,2.5,0,0,4,7,1267,1285,1930,0,98005,47.542031,-122.307256,2328,1094
551,20151102T000000,883450,2,3.76,3808,2871,2.0,0,0,2,9,953,2855,1965,0,98007,47.159965,-122.197496,3560,4296
552,20151103T000000,691732,3,1.88,2216,8915,1.0,0,0,3,10,3475,0,1918,0,98005,47.762807,-122.368229,3841,6898
553,20151104T000000,1393434,5,2.97,810,2462,2.0,0,0,4,8,2824,0,1952,0,98006,47.304207,-122.117033,4441,10140
554,20151105T000000,801686,4,2.26,1760,6521,2.0,0,0,3,8,1947,0,1975,0,98005,47.258525,-122.296351,1309,13840
555,20151106T000000,1563924,3,3.3,4432,9536,2.0,1,0,3,8,1999,2433,1973,0,98006,47.190395,-121.856002,3572,3692
556,20151107T000000,589843,4,1.84,3768,9236,1.0,0,0,5,8,1550,2218,1994,0,98005,47.762202,-121.505495,4618,5161
557,20151108T000000,425445,4,1.67,1084,8813,2.5,0,0,4,7,3061,0,2008,0,98002,47.598333,-122.487991,2026,9126
558,20151109T000000,620562,4,4.21,3299,3068,3.0,0,0,3,10,2388,911,1921,0,98006,47.619163,-121.95908,4019,4281
559,20151110T000000,842805,5,1.36,859,6753,1.0,0,4,4,7,3011,0,1922,0,98007,47.449583,-121.926333,995,2497
560,20151111T000000,600706,3,2.77,3366,8237,2.5,0,0,4,9,3354,12,1986,0,98004,47.432309,-121.585791,924,13952
561,20151112T000000,868898,4,1.77,2511,8016,1.0,0,0,3,8,3371,0,1914,0,98004,47.177015,-121.993995,3247,11923
562,20151113T000000,3719297,3,1.14,4506,7191,1.0,0,0,4,9,862,3644,1925,0,98006,47.491889,-121.956299,2565,8053
563,20151114T000000,1191957,4,1.13,2125,2514,1.0,0,0,3,7,3954,0,1902,0,98003,47.272842,-122.028347,2482,7714
564,20151115T000000,637095,4,1.61,3264,3598,1.0,0,0,3,9,3298,0,1986,0,98008,47.784002,-122.231096,1968,11935
565,20151116T000000,1413180,4,4.03,1390,2001,2.0,0,0,5,7,1024,366,1919,0,98004,47.657607,-122.443971,4300,8657
566,20151117T000000,428421,4,1.99,1231,2033,1.0,0,0,4,6,3953,0,2008,0,98007,47.389094,-122.091342,1733,13467
567,20151118T000000,197367,3,4.33,4461,11232,1.0,0,0,3,8,3755,706,1939,0,98003,47.205939,-122.447409,2297,12073
568,20151119T000000,385620,4,3.04,3004,7899,1.0,0,0,2,9,1717,1287,1938,2009,98004,47.649732,-121.949508,1064,9003
569,20151120T000000,151718,6,2.53,1114,9465,1.0,0,0,3,6,1985,0,1971,2003,98008,47.185438,-122.192706,3519,8691
570,20151121T000000,562592,5,3.03,4306,6051,1.0,0,0,3,6,2603,1703,1917,0,98001,47.232534,-121.966398,1804,14770
571,20151122T000000,783310,2,2.81,2219,11839,2.0,0,0,3,10,1753,466,1940,0,98001,47.248064,-122.365703,632,9106
572,20151123T000000,2480460,2,3.66,2087,10971,1.0,0,0,5,10,3036,0,1969,0,98006,47.489823,-121.56737,948,1201
573,20151124T000000,815403,2,1.99,2111,5476,2.5,0,0,4,7,3599,0,1926,0,98008,47.65094,-121.605479,2330,2498
574,20151125T000000,590682,4,2.24,1396,14640,2.0,0,0,3,9,2355,0,1999,0,98007,47.32002,-122.310003,2658,14829
575,20151126T000000,1092009,4,4.13,777,1478,1.0,0,0,3,8,1221,0,1914,0,98007,47.159269,-122.156556,4126,4086
576,20151127T000000,155001,3,4.31,2136,1515,2.5,0,0,3,9,2483,0,1936,0,98004,47.425177,-121.886507,1349,12305
577,20151128T000000,946315,3,4.12,2658,13478,1.0,0,0,3,10,1707,951,1957,0,98002,47.623677,-122.404314,4462,3590
578,20151129T000000,1114244,4,2.47,2932,2191,1.0,0,0,3,6,1948,984,1904,0,98003,47.255165,-122.145432,1980,8125
579,20151130T000000,325826,4,3.73,4404,11860,1.0,0,0,3,10,1898,2506,2002,0,98008,47.253947,-122.248888,1400,8860
580,20151201T000000,1747878,4,2.67,3762,14448,1.0,0,0,3,8,2588,1174,1972,0,98004,47.763059,-121.584483,2039,6408
581,20151202T000000,857964,4,2.74,1949,7297,2.0,0,0,3,8,2007,0,1906,0,98006,47.767908,-121.647489,2399,2948
582,20151203T000000,526934,3,1.72,1732,10603,2.0,0,0,3,9,1503,229,1940,0,98008,47.793326,-121.920167,3444,12796
583,20151204T000000,1520353,3,3.07,4617,12472,1.0,0,0,3,11,2807,1810,1983,0,98003,47.665362,-121.979654,3744,4963
584,20151205T000000,2753066,4,1.65,1177,1271,2.0,0,0,3,6,2988,0,1909,0,98005,47.231729,-121.569274,1014,1693
585,20151206T000000,706799,4,2.16,3158,9334,1.0,0,0,3,5,1425,1733,1961,0,98006,47.248387,-121.567572,2091,10911
586,20151207T000000,798183,5,3.99,2528,8778,2.0,0,0,3,7,1355,1173,1925,0,98004,47.338158,-121.53067,583,6363
587,20151208T000000,722686,4,1.72,4258,7008,1.0,0,0,3,12,583,3675,1967,1999,98002,47.322693,-122.374621,4242,13125
588,20151209T000000,417957,4,1.25,2537,8987,1.0,0,0,3,9,2593,0,2001,0,98008,47.769569,-122.339442,2627,12924
589,20151210T000000,1409973,2,1.24,3149,14380,1.0,0,0,4,9,2987,162,1923,0,98005,47.652352,-121.823263,2101,6887
590,20151211T000000,310037,3,4.29,1156,4332,1.0,0,0,3,6,2042,0,1977,0,98006,47.606806,-121.958566,1722,11851
591,20151212T000000,709604,1,2.77,665,1787,2.0,0,0,3,10,1485,0,1940,1993,98004,47.230174,-122.481534,4829,8734
592,20151213T000000,755303,3,2.43,1089,7222,2.0,1,0,3,10,2368,0,1964,0,98001,47.736668,-122.438025,2342,10913
593,20151214T000000,1116177,4,3.84,3321,10873,1.0,0,0,3,9,635,2686,1916,0,98007,47.679509,-121.61192,2791,6717
594,20151215T000000,1066968,6,3.93,4758,1622,2.0,0,0,3,8,1706,3052,2008,0,98004,47.214549,-121.631129,2089,6293
595,20151216T000000,1223772,2,2.16,1762,4841,2.0,0,0,5,6,2232,0,1923,2009,98001,47.709819,-122.142729,3396,5051
596,20151217T000000,443701,3,3.43,571,4676,2.5,0,0,4,9,1695,0,1926,0,98001,47.290573,-121.608949,4988,14845
597,20151218T000000,694584,4,3.7,4016,3572,1.0,0,0,5,9,1408,2608,1906,0,98006,47.156609,-121.906325,508,14820
598,20151219T000000,358918,3,3.29,4080,7915,1.5,0,0,3,6,3408,672,1972,0,98004,47.559776,-121.694094,1214,3291
599,20151220T000000,477068,4,1.53,768,6033,2.5,0,0,3,9,3335,0,2006,0,98007,47.557663,-122.072569,2427,13391
600,20151221T000000,862396,4,4.07,2276,8788,2.0,0,0,3,7,1089,1187,1998,0,98004,47.166452,-122.386602,609,3698
601,20151222T000000,1318760,4,2.89,2962,12452,1.0,0,0,3,9,2451,511,1911,0,98001,47.323196,-122.066273,765,12566
602,20151223T000000,352373,3,1.99,1768,6214,1.0,0,0,3,8,1455,313,1984,0,98003,47.79497,-122.0427,3723,14982
603,20151224T000000,1130787,3,2.49,1515,5712,1.0,0,0,3,7,3237,0,1902,0,98005,47.574899,-121.949056,1454,10202
604,20151225T000000,1948957,4,1.13,3222,14319,2.0,0,0,4,8,3086,136,1978,0,98002,47.611053,-122.394417,1849,2041
605,20151226T000000,883389,4,1.45,1583,1066,2.0,0,0,3,8,1643,0,1984,1994,98004,47.249042,-121.508598,2074,2557
606,20151227T000000,2904015,1,3.68,4601,13478,1.0,0,0,3,7,3852,749,1909,0,98005,47.155147,-122.255863,2723,2207
607,20151228T000000,401215,4,1.0,906,8533,2.0,0,0,4,10,1831,0,1932,0,98005,47.293831,-122.301448,4331,10872
608,20151229T000000,268230,2,2.46,3576,5616,2.0,0,0,4,5,3255,321,1945,0,98008,47.274229,-121.973197,3755,4621
609,20151230T000000,177660,4,2.83,1485,14277,2.0,0,0,3,7,3848,0,1958,0,98003,47.264181,-121.962792,1558,4352
610,20151231T000000,1898888,3,1.19,4103,2140,2.0,0,0,4,5,2053,2050,1951,0,98005,47.234928,-122.060179,2457,8455
611,20160101T000000,1190142,5,4.41,4985,11506,2.0,0,0,4,6,2842,2143,1905,0,98004,47.502329,-121.728108,3647,2678
612,20160102T000000,575938,3,1.79,1209,6730,1.0,0,0,3,7,2306,0,1901,0,98006,47.329672,-121.983346,3019,12788
613,20160103T000000,803525,3,2.06,3118,11724,2.5,0,0,3,6,2600,518,1928,0,98006,47.674242,-121.890305,4153,11937
614,20160104T000000,325374,2,2.06,1911,12772,1.0,0,0,1,9,1305,606,1939,0,98008,47.228763,-121.776254,3070,12737
615,20160105T000000,3366283,3,1.81,1985,8465,1.0,0,0,3,6,1955,30,1996,0,98005,47.425239,-122.474975,3427,12185
616,20160106T000000,886167,5,1.01,3450,10379,1.0,0,0,3,9,551,2899,1960,2002,98004,47.10956,-121.929356,4387,9972
617,20160107T000000,733139,6,3.55,3434,5471,1.0,0,0,5,6,3275,159,1967,0,98004,47.437178,-121.615806,1387,7752
618,20160108T000000,1227811,3,4.38,4614,13940,1.0,0,0,4,6,571,4043,1967,0,98001,47.139087,-122.482611,1244,1945
619,20160109T000000,862845,3,1.79,1503,4339,1.0,0,0,4,7,527,976,1928,0,98003,47.784406,-122.094818,4014,4428
620,20160110T000000,1014669,4,3.32,2966,1548,2.0,0,0,5,11,968,1998,2000,0,98007,47.653414,-121.573773,3430,8973
621,20160111T000000,448797,5,3.6,2966,14385,1.0,0,0,4,9,1263,1703,1961,0,98002,47.443078,-122.146846,3179,8168
622,20160112T000000,1097008,4,3.97,2438,8675,2.0,0,0,3,10,3433,0,1959,0,98007,47.160611,-122.041271,675,12290
623,20160113T000000,2501655,3,2.48,2439,13279,1.0,0,0,3,7,3459,0,1983,0,98008,47.514712,-121.518459,1065,9739
624,20160114T000000,1969497,3,2.06,2135,9264,2.5,0,0,3,10,3094,0,1940,0,98001,47.631135,-122.300676,3717,11399
625,20160115T000000,1643866,4,2.14,2198,1198,2.0,0,0,3,4,1924,274,1986,0,98002,47.233502,-122.434745,4857,3984
